Gene	Score(0.95 MoE)	0.95 MoE	p-value	FDR	Score
LOC401497			0.011623266487079717	0.12122788761706556	0.2727502658562336
FAM112A			0.011673151750972763	0.12162162162162161	0.27268522793363453
LOC145786			0.011673151750972763	0.12162162162162161	0.2725783155453975
SLC30A5			0.011723037014865809	0.12207792207792208	0.2725641817194006
SLC30A7			0.011772922278758854	0.12253374870197299	0.27251142044117643
LIN7A			0.0118228075426519	0.12279792746113989	0.2723844254764799
ATP1A4			0.0118228075426519	0.12279792746113989	0.27236985349303916
LOC284023			0.0118228075426519	0.12279792746113989	0.2723078210306132
SNORA74A			0.0118228075426519	0.12279792746113989	0.272263457067196
HSPBP1			0.011872692806544946	0.1231246766683911	0.27224131084099545
HAX1			0.011872692806544946	0.1231246766683911	0.27221052330285267
C14ORF102			0.011872692806544946	0.1231246766683911	0.2721385982214819
KIAA1737			0.011922578070437992	0.12357807652533608	0.27206728080754883
SSU72			0.012022348598224085	0.12448347107438017	0.2720369798282721
FAM121A			0.012022348598224085	0.12448347107438017	0.2720261196434499
SLC36A1			0.012072233862117131	0.12487100103199174	0.27182384917955704
LOC642744			0.012072233862117131	0.12487100103199174	0.27172969785282974
GLMN			0.012122119126010177	0.12525773195876289	0.27168840434532093
GPR146			0.012122119126010177	0.12525773195876289	0.2716548790657549
C11ORF57			0.012172004389903223	0.12544987146529563	0.2716142997525854
ZNF521			0.012172004389903223	0.12544987146529563	0.2715687051525208
PLA2G12A			0.012172004389903223	0.12544987146529563	0.2715307932512548
C21ORF90			0.012172004389903223	0.12544987146529563	0.27147275238002
ABCB11			0.012172004389903223	0.12544987146529563	0.27144598185676794
THOC1			0.012221889653796269	0.12589928057553956	0.2713426418724852
WDR40B			0.012271774917689314	0.12621857362750127	0.27121928104241755
F8A1			0.012271774917689314	0.12621857362750127	0.27117704477418053
CBR1			0.012271774917689314	0.12621857362750127	0.27117361634263754
CDH6			0.01232166018158236	0.12640163098878696	0.2710813271067939
C7ORF24			0.01232166018158236	0.12640163098878696	0.27101546063372306
LOC285014			0.01232166018158236	0.12640163098878696	0.27097759208908856
APOA2			0.01232166018158236	0.12640163098878696	0.270897457604172
CPSF6			0.012371545445475406	0.12640163098878696	0.2707992093599345
NCAM1			0.012371545445475406	0.12640163098878696	0.2707909550929201
PRRG1			0.012371545445475406	0.12640163098878696	0.27076468550758415
AURKAIP1			0.012371545445475406	0.12640163098878696	0.27066197036350076
ACN9			0.012371545445475406	0.12640163098878696	0.270639121134831
FLJ32011			0.012371545445475406	0.12640163098878696	0.2706347047382458
JAG2			0.012371545445475406	0.12640163098878696	0.27058420385466564
C12ORF47			0.012371545445475406	0.12640163098878696	0.27056373069288453
RPL27			0.012371545445475406	0.12640163098878696	0.27050551161033565
C22ORF9			0.0124713159732615	0.1273560876209883	0.2703915862938038
COQ2			0.012571086501047591	0.12830957230142567	0.2702072050107161
TMEM18			0.012620971764940637	0.12875318066157762	0.2700979103718542
PRMT6			0.012670857028833683	0.1290650406504065	0.2700628630353307
DUS2L			0.012670857028833683	0.1290650406504065	0.2700470693279437
FLJ10916			0.012670857028833683	0.1290650406504065	0.26999349677863904
C14ORF172			0.012770627556619774	0.13001523616048755	0.26995609638119356
MGC16211			0.01282051282051282	0.13045685279187816	0.269884633455808
ZNF396			0.012870398084405866	0.13063291139240507	0.2698413907852644
IL12A			0.012870398084405866	0.13063291139240507	0.2698175936552971
TM2D3			0.012870398084405866	0.13063291139240507	0.26980949094717105
LOC439962			0.012870398084405866	0.13063291139240507	0.2698082193476971
BCNP1			0.012870398084405866	0.13063291139240507	0.2697550741933942
RALGDS			0.01297016861219196	0.13124684502776376	0.26968824685946907
BCL11B			0.01297016861219196	0.13124684502776376	0.2696027562201212
C5ORF21			0.01297016861219196	0.13124684502776376	0.2695759474226614
ATP11A			0.01297016861219196	0.13124684502776376	0.269550346098879
SLITRK2			0.01297016861219196	0.13124684502776376	0.26926824742363414
SETD4			0.01297016861219196	0.13124684502776376	0.2692636896460919
ZNF167			0.013069939139978051	0.13218970736629668	0.2691529180638975
CFDP1			0.013119824403871097	0.13256048387096775	0.2691149743653545
DNAJB12			0.013119824403871097	0.13256048387096775	0.2690948776751593
GSTM3			0.013169709667764143	0.13266331658291458	0.2690205844276572
CHAC2			0.013169709667764143	0.13266331658291458	0.26892604092961625
DFFB			0.013169709667764143	0.13266331658291458	0.2688708541181557
POLR2E			0.013169709667764143	0.13266331658291458	0.26882781074088447
POLR3D			0.013169709667764143	0.13266331658291458	0.2688072382890776
LOC641944			0.013169709667764143	0.13266331658291458	0.268776729550197
ASCIZ			0.01331936545944328	0.13343328335832083	0.26860672391112844
EIF2B4			0.01331936545944328	0.13343328335832083	0.26859847003335013
CNN1			0.01331936545944328	0.13343328335832083	0.26855522741291377
C2ORF47			0.01331936545944328	0.13343328335832083	0.2685397657404769
UBE2Q1			0.01331936545944328	0.13343328335832083	0.2684677323735588
RGS16			0.01331936545944328	0.13343328335832083	0.2684467458952749
MAGI1			0.01331936545944328	0.13343328335832083	0.268389200602881
DDX25			0.01331936545944328	0.13343328335832083	0.2683696112952015
LOC91689			0.01331936545944328	0.13343328335832083	0.268298657847529
JOSD3			0.01331936545944328	0.13343328335832083	0.2682951276279892
RNPS1			0.01331936545944328	0.13343328335832083	0.2682601706318115
DUSP12			0.013369250723336326	0.1336658354114713	0.26806156153755484
IKIP			0.013369250723336326	0.1336658354114713	0.268036042265068
CKMT1B			0.013369250723336326	0.1336658354114713	0.26802016764862024
RPP38			0.013369250723336326	0.1336658354114713	0.26796561838315885
FRAT1			0.013419135987229372	0.13403089187842548	0.2678482647053434
SAR1A			0.013419135987229372	0.13403089187842548	0.2677797386604479
P4HA1			0.01346902125112242	0.1344621513944223	0.2676814342800846
LOC642405			0.013668562306694602	0.1359126984126984	0.26746293589072423
HCP1			0.013668562306694602	0.1359126984126984	0.2674623627574605
PSMB2			0.013668562306694602	0.1359126984126984	0.267394968459451
LOC144678			0.013668562306694602	0.1359126984126984	0.2673481391260062
NOSIP			0.013668562306694602	0.1359126984126984	0.26731283019537555
NMD3			0.013668562306694602	0.1359126984126984	0.26729837793686173
MYT1L			0.013668562306694602	0.1359126984126984	0.26729626261949874
TBC1D24			0.013668562306694602	0.1359126984126984	0.2672804009233416
C22ORF28			0.013718447570587648	0.13600395647873392	0.2672250386526361
CD207			0.013718447570587648	0.13600395647873392	0.2671940659445622
PRDM15			0.013718447570587648	0.13600395647873392	0.26717270602463633
LOC285928			0.013718447570587648	0.13600395647873392	0.2671649288464305
NUDT16			0.013718447570587648	0.13600395647873392	0.26715437742493214
NUDT3			0.013718447570587648	0.13600395647873392	0.2671244319936019
R3HDM2			0.013768332834480694	0.13636363636363635	0.26704139433694346
PWP1			0.013768332834480694	0.13636363636363635	0.26703875271636474
FXR2			0.01381821809837374	0.1363860167405219	0.2669170962387747
DYNC1I1			0.01381821809837374	0.1363860167405219	0.26690749635244304
FNDC1			0.01381821809837374	0.1363860167405219	0.26689244586449784
LOC647040			0.01381821809837374	0.1363860167405219	0.2668488821666971
HCK			0.01381821809837374	0.1363860167405219	0.26681704459566197
NARS			0.01381821809837374	0.1363860167405219	0.2667462438262707
DYM			0.01381821809837374	0.1363860167405219	0.26668987157433577
CATR1			0.013917988626159833	0.13730314960629922	0.2665982075369161
LOC644541			0.013967873890052879	0.13772749631087064	0.26650018287564925
ZDHHC23			0.014017759153945925	0.13801571709233793	0.26647927105259045
RPL32			0.014017759153945925	0.13801571709233793	0.266455102138846
SNHG6			0.014017759153945925	0.13801571709233793	0.2664405377258647
CSN1S2A			0.01406764441783897	0.13837095191364082	0.2663009975414661
C14ORF111			0.01406764441783897	0.13837095191364082	0.26627451644113787
LOC400128			0.014117529681732017	0.13865752082312593	0.2661875708050927
THOC6			0.014117529681732017	0.13865752082312593	0.26618319613124436
PRAF2			0.014117529681732017	0.13865752082312593	0.26614641788543875
ARFGAP1			0.014167414945625062	0.13894324853228962	0.26608846597178226
PANX3			0.014167414945625062	0.13894324853228962	0.26605990680675
ALS2CR2			0.014167414945625062	0.13894324853228962	0.26605242795389844
XG			0.014267185473411154	0.13978494623655913	0.26591215954187375
LOC283485			0.014267185473411154	0.13978494623655913	0.26586604751105725
KIAA0240			0.0143170707373042	0.14006832601268912	0.26567456188566213
TBPL1			0.0143170707373042	0.14006832601268912	0.26565659605334047
B3GALNT1			0.0143170707373042	0.14006832601268912	0.2655853071171049
MGC24039			0.014416841265090293	0.14097560975609758	0.2653278648967578
NANP			0.014466726528983339	0.14111922141119224	0.2652953259560926
ING5			0.014466726528983339	0.14111922141119224	0.2651512064204234
NUP93			0.014466726528983339	0.14111922141119224	0.2651403847936641
RPP21			0.014466726528983339	0.14111922141119224	0.26505456508149805
LOC283932			0.014466726528983339	0.14111922141119224	0.26502300045106647
C19ORF40			0.014516611792876385	0.14133074307916466	0.2649940767238454
UST			0.014516611792876385	0.14133074307916466	0.264830133645174
TXNDC5			0.014516611792876385	0.14133074307916466	0.2648299658351888
FLJ23172			0.014516611792876385	0.14133074307916466	0.26470506609852684
LOC284408			0.01456649705676943	0.141747572815534	0.2646283282003598
CDC42EP5			0.014616382320662476	0.1420261754726127	0.26449245683184824
CTSH			0.014616382320662476	0.1420261754726127	0.26446792359133914
TFDP2			0.014616382320662476	0.1420261754726127	0.26444275610431467
ABT1			0.014716152848448568	0.1429263565891473	0.26434182405642115
HPCAL4			0.01481592337623466	0.14354760753987433	0.2642192183639732
ABCB1			0.01481592337623466	0.14354760753987433	0.2641988502623571
USP19			0.01481592337623466	0.14354760753987433	0.2641721488639936
MTG1			0.01481592337623466	0.14354760753987433	0.2641564533851295
TMEM126B			0.01481592337623466	0.14354760753987433	0.2641007715701429
SPR			0.014915693904020753	0.14444444444444446	0.263942870960352
PRR12			0.014965579167913799	0.1447876447876448	0.2638669587189427
LOC144776			0.014965579167913799	0.1447876447876448	0.2637982716388325
GBA3			0.015015464431806845	0.14513018322082932	0.2637264100028069
HSD17B12			0.015015464431806845	0.14513018322082932	0.2637044607133181
PPCDC			0.015115234959592936	0.14579349904397704	0.2636364114507951
MRPL46			0.015115234959592936	0.14579349904397704	0.26357006929780147
ZNF770			0.015115234959592936	0.14579349904397704	0.26346855399750635
LIPI			0.015115234959592936	0.14579349904397704	0.26332214150765837
DMGDH			0.015165120223485982	0.14579349904397704	0.2630838482051098
TXNDC1			0.015165120223485982	0.14579349904397704	0.26305467612752015
PSMF1			0.015165120223485982	0.14579349904397704	0.262989561539929
FASTKD2			0.015165120223485982	0.14579349904397704	0.2629865504068935
COMMD5			0.015215005487379028	0.14579349904397704	0.26296085344903714
PPP1R14B			0.015215005487379028	0.14579349904397704	0.2629546390406033
PYGL			0.015215005487379028	0.14579349904397704	0.262937602440517
CCNE2			0.015215005487379028	0.14579349904397704	0.2629336463185579
PRKRIR			0.015215005487379028	0.14579349904397704	0.2629098703175353
OR1F1			0.015215005487379028	0.14579349904397704	0.262893670398715
SYCP3			0.015215005487379028	0.14579349904397704	0.2628805246720576
TEX10			0.015215005487379028	0.14579349904397704	0.26286535317678833
CREM			0.015215005487379028	0.14579349904397704	0.2628600673972557
POP4			0.015215005487379028	0.14579349904397704	0.26281843053446585
SLC25A6			0.01531477601516512	0.14660936007640876	0.26271687485702905
GPC6			0.01531477601516512	0.14660936007640876	0.2625954220314601
ZBTB44			0.015364661279058165	0.14680648236415633	0.26254210026887964
CYHR1			0.015364661279058165	0.14680648236415633	0.2624548167566449
ATP6V0A2			0.015364661279058165	0.14680648236415633	0.2624107488246198
C3ORF25			0.015364661279058165	0.14680648236415633	0.262311574474073
DGCR6L			0.01556420233463035	0.14857142857142858	0.2620104715333444
F12			0.01556420233463035	0.14857142857142858	0.2619447749194769
ACSBG2			0.015614087598523396	0.1489766777724893	0.26186192796415
LIPT1			0.015663972862416442	0.1493815413891532	0.26183127942609213
LOC400748			0.015713858126309488	0.1497148288973384	0.2617540089119559
TLX1			0.015713858126309488	0.1497148288973384	0.2616037016096931
DGCR6			0.015863513917988625	0.1510688836104513	0.26153373181402795
SYN2			0.01591339918188167	0.15118483412322273	0.26149044278065736
CDADC1			0.01591339918188167	0.15118483412322273	0.26145113716511115
TMEM39B			0.01591339918188167	0.15118483412322273	0.2614177735843456
LOC285441			0.01591339918188167	0.15118483412322273	0.2612368191625012
CSRP3			0.01591339918188167	0.15118483412322273	0.2612036230641341
TMEM147			0.015963284445774717	0.1515151515151515	0.26118433611305075
SMYD3			0.015963284445774717	0.1515151515151515	0.2611560498236534
PAPSS2			0.016013169709667763	0.15177304964539007	0.2611259588923166
GPR178			0.016013169709667763	0.15177304964539007	0.2610912519742982
CHRAC1			0.016013169709667763	0.15177304964539007	0.2610762695153895
MRPL19			0.01621271076523995	0.15344664778092543	0.26088569424498553
SLC3A1			0.01621271076523995	0.15344664778092543	0.26086784798009893
HDAC2			0.01621271076523995	0.15344664778092543	0.26086269652873323
EDF1			0.016262596029132995	0.1537735849056604	0.2607100537623371
ZNF622			0.016262596029132995	0.1537735849056604	0.26068002477402175
SF1			0.01631248129302604	0.15402731983042864	0.2606146285123865
FLJ39632			0.01631248129302604	0.15402731983042864	0.26057350509878524
SNORD50A			0.01631248129302604	0.15402731983042864	0.26037771072667487
LOC401629			0.016412251820812133	0.1548964218455744	0.26025744988137633
LOC286334			0.01646213708470518	0.1550751879699248	0.260153871521021
IQCH			0.01646213708470518	0.1550751879699248	0.260138279236458
CHRNA2			0.01646213708470518	0.1550751879699248	0.26013092283193484
CCDC25			0.01646213708470518	0.1550751879699248	0.2600868874513261
MLKL			0.016512022348598224	0.1552532833020638	0.2600280735292021
SSBP1			0.016512022348598224	0.1552532833020638	0.2599941386061118
USP45			0.016512022348598224	0.1552532833020638	0.2599922265454895
KIAA0565			0.016512022348598224	0.1552532833020638	0.2599857670843771
ZMPSTE24			0.01656190761249127	0.15535797847449698	0.2598685520176002
ZNF628			0.01656190761249127	0.15535797847449698	0.2598561521300665
LOC400506			0.01656190761249127	0.15535797847449698	0.25985455324466605
C6ORF204			0.01656190761249127	0.15535797847449698	0.25977379364991937
AK3L1			0.01656190761249127	0.15535797847449698	0.25976472602686435
C16ORF81			0.016611792876384316	0.1557530402245089	0.2596536831041758
FAM78A			0.016661678140277362	0.15614773258532025	0.2596350787265031
LOC652161			0.016711563404170408	0.15654205607476634	0.25952904195928855
C1ORF48			0.0168113339319565	0.15691736304549672	0.25950341919839937
KRT74			0.0168113339319565	0.15691736304549672	0.25944139064081034
CCNT1			0.0168113339319565	0.15691736304549672	0.25943051554985963
LYPD1			0.016861219195849545	0.15691736304549672	0.25937322509726807
LOC158830			0.016861219195849545	0.15691736304549672	0.2593166793468107
CMTM8			0.016861219195849545	0.15691736304549672	0.2592981478334962
C13ORF8			0.016861219195849545	0.15691736304549672	0.25926001955531275
CCKBR			0.016861219195849545	0.15691736304549672	0.2591486891851972
RPL18A			0.016861219195849545	0.15691736304549672	0.25909061580283543
YTHDF1			0.016861219195849545	0.15691736304549672	0.2589426969082542
PRPS2			0.016861219195849545	0.15691736304549672	0.2589038763465132
PROKR1			0.016861219195849545	0.15691736304549672	0.2588206519998629
HES7			0.016861219195849545	0.15691736304549672	0.25881169859380787
LOC388327			0.016861219195849545	0.15691736304549672	0.2588069382518874
SGTA			0.017010874987528683	0.15787037037037036	0.2586581652262922
TAF3			0.017010874987528683	0.15787037037037036	0.25860185760684523
ACTG2			0.017010874987528683	0.15787037037037036	0.2585612102827463
MTX3			0.017010874987528683	0.15787037037037036	0.2585594229619478
GP5			0.017010874987528683	0.15787037037037036	0.2585078311547776
LOC401397			0.017010874987528683	0.15787037037037036	0.25850618075134
ANKRD46			0.017160530779207823	0.1589648798521257	0.2583491131292185
RFPL2			0.017160530779207823	0.1589648798521257	0.2583319402367631
SLC25A5			0.017160530779207823	0.1589648798521257	0.258231420154156
ICAM2			0.017160530779207823	0.1589648798521257	0.2581923413482141
SCGB3A1			0.01721041604310087	0.1592797783933518	0.25790814905459425
C16ORF58			0.01721041604310087	0.1592797783933518	0.2578464748060053
C11ORF24			0.017360071834780007	0.16051660516605165	0.25775674792554853
C4ORF14			0.017360071834780007	0.16051660516605165	0.2577316672352
NPDC1			0.017409957098673053	0.16090364223144307	0.25760015509946754
NARG1			0.0174598423625661	0.1609935602575897	0.2575501243168553
MTIF2			0.0174598423625661	0.1609935602575897	0.25749090713272677
POLE4			0.0174598423625661	0.1609935602575897	0.25736948223552836
FUS			0.0174598423625661	0.1609935602575897	0.2573672706346126
HOXA3			0.0174598423625661	0.1609935602575897	0.25724636567399123
CYBB			0.017509727626459144	0.16115702479338842	0.25709813274964793
MGC7036			0.017509727626459144	0.16115702479338842	0.25708547944941773
SENP3			0.017509727626459144	0.16115702479338842	0.25706302934337116
SF3A2			0.017509727626459144	0.16115702479338842	0.25706153675768095
LOC642733			0.01755961289035219	0.16154199173932995	0.25683766352413845
ETFB			0.017609498154245236	0.16192660550458715	0.25682709781399987
PX19			0.017709268682031327	0.16276937184777623	0.2567329639650084
BRUNOL5			0.017759153945924373	0.16315307057745188	0.25669532893640407
KIF3B			0.01790880973760351	0.16437728937728938	0.25647916183460806
RPL35A			0.01790880973760351	0.16437728937728938	0.2564659814209107
LOC653469			0.017958695001496557	0.16475972540045766	0.2564331523106921
ASNA1			0.018108350793175697	0.16598079561042525	0.2561576624206258
TFDP1			0.018108350793175697	0.16598079561042525	0.2561496559449845
APPBP1			0.01820812132096179	0.166514598540146	0.25606311862094727
LOC503519			0.01820812132096179	0.166514598540146	0.2559855017044116
PEX10			0.01820812132096179	0.166514598540146	0.2559803657903856
KCNH6			0.01820812132096179	0.166514598540146	0.2559293061157879
MSH5			0.01820812132096179	0.166514598540146	0.2558561704616252
ANK2			0.018258006584854835	0.16689466484268126	0.2557159311159659
SLC19A2			0.01830789184874788	0.16727438468550593	0.2556730097146293
DNAJC14			0.018457547640427018	0.16841147018661812	0.2554995010856282
NSD1			0.018457547640427018	0.16841147018661812	0.2554929552547419
BOLA1			0.018457547640427018	0.16841147018661812	0.2554758313310806
LOC338588			0.018507432904320064	0.16863636363636364	0.25544942126846876
TIPRL			0.018507432904320064	0.16863636363636364	0.25542756908909947
NUP88			0.018507432904320064	0.16863636363636364	0.25539351963668966
KIAA0802			0.0186570886959992	0.16991391028545536	0.2551708227292271
CD163L1			0.018706973959892247	0.16991391028545536	0.2551244428152522
FLJ10769			0.018706973959892247	0.16991391028545536	0.2551182316994523
ZNF16			0.018706973959892247	0.16991391028545536	0.2551004351692
HSPA4			0.018706973959892247	0.16991391028545536	0.2550911821873965
NELF			0.018706973959892247	0.16991391028545536	0.25504781540126303
TRPV2			0.018706973959892247	0.16991391028545536	0.2550247787293215
VKORC1			0.018756859223785293	0.1702127659574468	0.25496544588014536
LOC439913			0.018756859223785293	0.1702127659574468	0.2548953016679286
LOC389257			0.018856629751571385	0.17034700315457413	0.2546965360269726
NEURL2			0.018856629751571385	0.17034700315457413	0.2546221191284529
LOC644295			0.018856629751571385	0.17034700315457413	0.2546175072551928
LOC648470			0.018856629751571385	0.17034700315457413	0.2546059642890656
PHTF2			0.018856629751571385	0.17034700315457413	0.2545686228176085
TMCO6			0.018856629751571385	0.17034700315457413	0.2545498411798993
EBF2			0.018856629751571385	0.17034700315457413	0.25454512720014205
SSBP4			0.018856629751571385	0.17034700315457413	0.2544666901740653
NANOS1			0.018856629751571385	0.17034700315457413	0.25442812580562635
AURKC			0.018856629751571385	0.17034700315457413	0.2543974936747286
NFATC2			0.018956400279357476	0.1710941017559658	0.2542470927266352
SHANK3			0.018956400279357476	0.1710941017559658	0.25422655995201665
DAD1			0.019006285543250522	0.17123595505617978	0.2540270514128391
UCHL1			0.019006285543250522	0.17123595505617978	0.25396611444416206
OSBPL1A			0.019006285543250522	0.17123595505617978	0.253889270489144
ZFAND2A			0.019006285543250522	0.17123595505617978	0.25385032754665676
FLJ44054			0.01905617080714357	0.1716082659478886	0.25376674122399806
C3ORF17			0.019106056071036617	0.17190305206463197	0.25374150366989956
BACE1			0.019106056071036617	0.17190305206463197	0.2537221107004502
MDM2			0.01920582659882271	0.17256835499775888	0.2535879567070577
MRPS33			0.01920582659882271	0.17256835499775888	0.25356515552246234
LOC152742			0.01920582659882271	0.17256835499775888	0.25356206601513026
NUBPL			0.019255711862715755	0.1727069351230425	0.25334861895978616
LOC390874			0.019255711862715755	0.1727069351230425	0.2532979384816816
C3ORF59			0.019255711862715755	0.1727069351230425	0.2532803915085433
GALK2			0.019255711862715755	0.1727069351230425	0.2532711472275911
ATP5B			0.019355482390501846	0.1735241502683363	0.2530904247196716
BCAP31			0.019405367654394892	0.17358322177599286	0.2530805980333763
LOC389199			0.019405367654394892	0.17358322177599286	0.2530114805185069
XX-FW81657B9.4			0.019405367654394892	0.17358322177599286	0.2530084496536676
TDRD6			0.019405367654394892	0.17358322177599286	0.25298226604472585
SSR1			0.019405367654394892	0.17358322177599286	0.25296615678512946
DBF4			0.019455252918287938	0.17379679144385027	0.25290853981855305
SARS2			0.019455252918287938	0.17379679144385027	0.25285847739540795
FADD			0.019455252918287938	0.17379679144385027	0.2528389608692784
GNGT1			0.019505138182180984	0.17416481069042317	0.2527979540093026
RWDD1			0.01955502344607403	0.17453250222617986	0.2527929936545448
CYP26A1			0.01965479397386012	0.17526690391459074	0.25273556567401656
ZBTB39			0.01965479397386012	0.17526690391459074	0.2526612476186479
C9ORF125			0.019704679237753167	0.17547756552643268	0.2525483356064729
VPS8			0.019704679237753167	0.17547756552643268	0.25254740332642195
THUMPD1			0.019704679237753167	0.17547756552643268	0.2524947963116257
CPO			0.019754564501646213	0.1758436944937833	0.2524229139603379
LOC642423			0.01980444976553926	0.17597517730496454	0.25234098214901757
EXTL2			0.01980444976553926	0.17597517730496454	0.2522482838053684
OBFC2B			0.01980444976553926	0.17597517730496454	0.25222844221498436
LOC283486			0.01980444976553926	0.17597517730496454	0.2521700949525837
FRMD3			0.019854335029432305	0.17634027470093042	0.25205535456571954
GALNTL4			0.01990422029332535	0.17670504871567758	0.25187491913619525
CNIH			0.019954105557218396	0.17691287041132242	0.25184526173475896
KCNJ16			0.019954105557218396	0.17691287041132242	0.25182080105847465
MXRA5			0.019954105557218396	0.17691287041132242	0.251807329044927
TERF1			0.020003990821111442	0.17719840919133892	0.25173963758477047
C12ORF31			0.020003990821111442	0.17719840919133892	0.25168581504107956
RAD52			0.020103761348897537	0.17789520035226775	0.25156415867581533
CRB1			0.020103761348897537	0.17789520035226775	0.251457656445985
C1ORF31			0.020153646612790583	0.17789520035226775	0.2513936342854557
NLGN1			0.020153646612790583	0.17789520035226775	0.25133936480139724
ITGB1BP3			0.020153646612790583	0.17789520035226775	0.2512898659750418
FZD8			0.020153646612790583	0.17789520035226775	0.2512480803011112
ZNF440			0.020153646612790583	0.17789520035226775	0.25118645245794735
DKFZP451M2119			0.020153646612790583	0.17789520035226775	0.2511298333405565
C21ORF34			0.02020353187668363	0.17825704225352113	0.25110933945610664
FAM62C			0.020253417140576675	0.17854001759014954	0.2510061617618105
P2RY11			0.020253417140576675	0.17854001759014954	0.2510045294174287
MRFAP1L1			0.02030330240446972	0.17858709960508995	0.2508799445052517
ADAM3A			0.02030330240446972	0.17858709960508995	0.25087349539652803
GEMIN6			0.02030330240446972	0.17858709960508995	0.250867049274682
KLHL18			0.02030330240446972	0.17858709960508995	0.2508333584330628
UBXD1			0.02030330240446972	0.17858709960508995	0.25081955612967005
FOS			0.020403072932255812	0.17930732135028496	0.25067036620540545
RAD1			0.020403072932255812	0.17930732135028496	0.2506256344718399
NUDT14			0.020452958196148858	0.1796669588080631	0.2504920925521441
CCDC43			0.020502843460041904	0.1800262812089356	0.2504147744608665
C3ORF39			0.02055272872393495	0.18038528896672504	0.2502365264067984
OSGEP			0.020602613987827995	0.18074398249452955	0.2501816583932931
RPA2			0.02065249925172104	0.18110236220472442	0.25002244238959276
RGS9			0.020702384515614087	0.1812227074235808	0.24999590927206516
LOC647322			0.020702384515614087	0.1812227074235808	0.24993079924943945
TREX2			0.020702384515614087	0.1812227074235808	0.24986415495787143
HYAL2			0.020702384515614087	0.1812227074235808	0.2498538986843363
WNT9B			0.020951810835079316	0.18316615787178367	0.24956076133992822
FBXO18			0.020951810835079316	0.18316615787178367	0.24955501262086124
CHORDC1			0.020951810835079316	0.18316615787178367	0.2495500334474229
IGHA1			0.021001696098972365	0.18336236933797911	0.24946721939065797
RPN1			0.021001696098972365	0.18336236933797911	0.24944488112557825
LOC149134			0.021001696098972365	0.18336236933797911	0.24941868573498788
RLTPR			0.02105158136286541	0.18371789290378757	0.2493796241890886
PQBP1			0.021151351890651503	0.18410768562744248	0.249331250122751
RANBP17			0.021151351890651503	0.18410768562744248	0.24928809490615736
TNFSF9			0.021151351890651503	0.18410768562744248	0.24928474437470688
NKD1			0.021151351890651503	0.18410768562744248	0.2492484066198988
RHBDD1			0.021151351890651503	0.18410768562744248	0.24924116428835294
LOC253012			0.021151351890651503	0.18410768562744248	0.2492392152928287
PTPRU			0.02120123715454455	0.18438177874186554	0.24920049123521146
BIRC7			0.02120123715454455	0.18438177874186554	0.24916816600566602
DBNDD1			0.021251122418437594	0.18473547267996532	0.24909732300221482
MTHFSD			0.02130100768233064	0.18484848484848485	0.24899614987168045
SPRR2C			0.02130100768233064	0.18484848484848485	0.24898158145482327
NR2C1			0.02130100768233064	0.18484848484848485	0.2489797072464514
TMEM42			0.02130100768233064	0.18484848484848485	0.2489419746148672
TPCN1			0.021350892946223686	0.18520121159671138	0.24887116367340356
ALDH2			0.021400778210116732	0.18547341115434499	0.24882456391314683
PIGS			0.021400778210116732	0.18547341115434499	0.24882314786738569
LOC286114			0.021450663474009778	0.18582541054451165	0.24873015174578922
ZMYM1			0.02155043400179587	0.18660907127429804	0.24864259882034825
TSNARE1			0.021600319265688915	0.18696027633851467	0.24849863158491498
PRMT5			0.021700089793475007	0.18733850129198965	0.24847509265669088
PRKX			0.021700089793475007	0.18733850129198965	0.24846174932947926
NT5DC3			0.021700089793475007	0.18733850129198965	0.24843190330411571
C6ORF168			0.021700089793475007	0.18733850129198965	0.24840302450149004
MAPBPIP			0.021700089793475007	0.18733850129198965	0.24826725245554895
SUPT3H			0.021700089793475007	0.18733850129198965	0.24824380308042118
RHOBTB1			0.021749975057368053	0.1876075731497418	0.24820003000107357
LUM			0.021749975057368053	0.1876075731497418	0.24817843524313687
TTLL5			0.02189963084904719	0.18873602751504728	0.2480146674108725
LYZL4			0.02189963084904719	0.18873602751504728	0.2479548121090322
LOC162073			0.021949516112940236	0.18884120171673818	0.24775492780046227
MTDH			0.021949516112940236	0.18884120171673818	0.2476720957592249
POU2F3			0.021949516112940236	0.18884120171673818	0.24765763967887694
TARBP2			0.021949516112940236	0.18884120171673818	0.24763776178704072
CHRNA1			0.021999401376833285	0.1891891891891892	0.24762884227626855
PRKAA2			0.02204928664072633	0.1893744644387318	0.24757758083664094
LOC285084			0.02204928664072633	0.1893744644387318	0.24755955307116106
NUP98			0.02204928664072633	0.1893744644387318	0.247521932938
DKFZP434H1419			0.022099171904619377	0.1896404109589041	0.24747088621974878
KIAA1303			0.022099171904619377	0.1896404109589041	0.24738367816770224
CD302			0.022149057168512423	0.18972835314091682	0.24727389547891315
LOC129881			0.022149057168512423	0.18972835314091682	0.24727225366719577
IL26			0.022149057168512423	0.18972835314091682	0.24722392272541066
FLJ12595			0.02219894243240547	0.18972835314091682	0.24717426966681622
NUB1			0.02219894243240547	0.18972835314091682	0.2471593740070274
RPS6			0.02219894243240547	0.18972835314091682	0.2471555613096103
C8ORF61			0.02219894243240547	0.18972835314091682	0.2471522713471713
PPP1R3B			0.02219894243240547	0.18972835314091682	0.24706386870310235
