Gene	Score	0.95 MoE	P-Value	FDR
KCNH6	0.37268884741025227		0.10406066048089395	0.6006334581053845
RNF8	0.3726691573335853		0.10406066048089395	0.6006334581053845
SLIT1	0.3725565534769282		0.10431008680035918	0.6018998272884284
ELA2	0.3725351562197297		0.10435997206425222	0.6020143884892086
GLRX2	0.3724115351833976		0.10440985732814527	0.6021288837744534
C10ORF13	0.37217645719277803		0.10450962785593136	0.602357676825762
SFT2D3	0.3721669250852986		0.10450962785593136	0.602357676825762
NOLA3	0.37211248073344266		0.10460939838371745	0.6027594136246048
SOX7	0.37200306331007754		0.10475905417539659	0.6033247348810548
MEOX2	0.371911803689466		0.10480893943928964	0.6033247348810548
MAGEA10	0.3719046263180674		0.10480893943928964	0.6033247348810548
FAM24A	0.37176550890318055		0.10485882470318268	0.6033247348810548
LOC149134	0.37174360907841475		0.10485882470318268	0.6033247348810548
OXTR	0.37172400552503126		0.10490870996707573	0.6033247348810548
DYNC1LI1	0.37170390113542695		0.10495859523096877	0.6033247348810548
OTUD4	0.3717037846213873		0.10495859523096877	0.6033247348810548
LOC374890	0.37161705202570183		0.10500848049486182	0.6033247348810548
RNPEPL1	0.3715383924049736		0.10500848049486182	0.6033247348810548
CXORF45	0.37149196206959867		0.105208021550434	0.604297994269341
FAIM	0.37143071827411517		0.1053077920782201	0.6046977943282728
D15WSU75E	0.3713559775934739		0.10555721839768532	0.6059564719358534
RFNG	0.3712513621081032		0.10570687418936446	0.6066418551388492
RAD1	0.37119301898419793		0.1057567594532575	0.6067544361763022
LOC389906	0.3710860324132375		0.10590641524493664	0.6069594980034227
LOC654056	0.3710749058365859		0.10590641524493664	0.6069594980034227
TERF2IP	0.3710006484904559		0.10605607103661578	0.6069594980034227
RPL35A	0.3709894666392743		0.10605607103661578	0.6069594980034227
NR1H4	0.3709840238080323		0.10605607103661578	0.6069594980034227
LOC285593	0.37098141332075146		0.10610595630050883	0.6069594980034227
LOC389199	0.3709711530613794		0.10610595630050883	0.6069594980034227
TBCA	0.37095110208986504		0.10610595630050883	0.6069594980034227
PACSIN1	0.37093433585667585		0.10610595630050883	0.6069594980034227
PCP4	0.3709116454129432		0.10610595630050883	0.6069594980034227
TMEM27	0.3708701132383431		0.10615584156440187	0.6069594980034227
KCNS2	0.3708697099225328		0.10615584156440187	0.6069594980034227
PSMA1	0.3707182281619524		0.10625561209218796	0.6073567151411463
C1ORF172	0.37065622485167293		0.10635538261997406	0.6076813655761024
VPS45A	0.3706420722486978		0.10645515314776015	0.6076813655761024
CSTF2T	0.3706136143772658		0.10645515314776015	0.6076813655761024
SARM1	0.3705114217760798		0.1065050384116532	0.6076813655761024
SYNPR	0.3704749861702751		0.10655492367554624	0.6076813655761024
ST8SIA6	0.3704117310664442		0.10655492367554624	0.6076813655761024
KCNJ14	0.37039386123844253		0.10655492367554624	0.6076813655761024
C1ORF62	0.37038579306584873		0.10655492367554624	0.6076813655761024
TECTA	0.3702873359943238		0.10680434999501147	0.6079320113314447
C20ORF70	0.37025924211815037		0.10680434999501147	0.6079320113314447
TUBGCP3	0.37024028139401505		0.10680434999501147	0.6079320113314447
C4ORF14	0.37023883546162734		0.10680434999501147	0.6079320113314447
LRCH2	0.37009605519045136		0.10690412052279756	0.6079320113314447
LOC645919	0.3700833878848599		0.10690412052279756	0.6079320113314447
HSFY1	0.3700324885575117		0.1069540057866906	0.6079320113314447
SMARCE1	0.3700243424901548		0.10700389105058365	0.6079320113314447
GOLGA3	0.3699899566074227		0.10700389105058365	0.6079320113314447
CLPP	0.36995272202368323		0.10700389105058365	0.6079320113314447
PRO2900	0.36994901196609903		0.10700389105058365	0.6079320113314447
ALDH1A1	0.369939397711535		0.10700389105058365	0.6079320113314447
PEX3	0.36991514898423006		0.1070537763144767	0.6079320113314447
TMEM156	0.3698816907489614		0.1070537763144767	0.6079320113314447
DEFB4	0.3698725420153713		0.1070537763144767	0.6079320113314447
GJA8	0.36985676878603235		0.10710366157836974	0.6080430472953837
RTN4IP1	0.369783874401608		0.10720343210615584	0.6084371460928651
BLR1	0.3695578485458631		0.10750274368951412	0.6088675515391132
C10ORF81	0.369551615230381		0.10750274368951412	0.6088675515391132
C17ORF60	0.3695227271868741		0.10750274368951412	0.6088675515391132
FLJ38028	0.36951977156724625		0.10755262895340717	0.6088675515391132
NPVF	0.3695069327967199		0.10755262895340717	0.6088675515391132
FAM58A	0.36942042669237973		0.10755262895340717	0.6088675515391132
CMTM4	0.36941774359961715		0.10755262895340717	0.6088675515391132
LOC150383	0.3694169991159736		0.10755262895340717	0.6088675515391132
CBX3	0.3694004293466945		0.10755262895340717	0.6088675515391132
NCAM1	0.3693128751353547		0.10760251421730022	0.6089779785431959
SOX18	0.369129770159058		0.10810136685623067	0.6114559819413092
CNGA4	0.36907657276524675		0.10810136685623067	0.6114559819413092
C16ORF73	0.3690262890779869		0.10815125212012372	0.6115655853314528
C6ORF106	0.36897794146850454		0.10825102264790981	0.6119571347997744
ZNF175	0.3688988319698009		0.1083507931756959	0.6121758737316798
TCFL5	0.3688677884932255		0.1083507931756959	0.6121758737316798
FOXQ1	0.3687493199551303		0.10855033423126809	0.6124227093872963
CEP290	0.36865095418857813		0.10855033423126809	0.6124227093872963
ZCCHC13	0.3686350010362526		0.10855033423126809	0.6124227093872963
C9ORF126	0.36862925131944907		0.10855033423126809	0.6124227093872963
CHCHD3	0.3685650839521251		0.10860021949516113	0.6124227093872963
CD6	0.36854432338202486		0.10860021949516113	0.6124227093872963
POLR3B	0.3684748911395875		0.10865010475905418	0.6124227093872963
FNDC1	0.36845934814412085		0.10865010475905418	0.6124227093872963
ALG12	0.3684471287990767		0.10869999002294722	0.6124227093872963
MRPL46	0.3683990811437656		0.10869999002294722	0.6124227093872963
DAZAP1	0.36835013585493115		0.10879976055073332	0.6128125878055634
FSTL4	0.3682930111386732		0.10889953107851941	0.6132022471910112
SLC25A27	0.36822379087589524		0.10909907213409159	0.6140695067264573
MRPL39	0.36821222899709977		0.10914895739798464	0.6140695067264573
LONRF3	0.36811847407866516		0.10919884266187768	0.6140695067264573
MIR16	0.3681104756373924		0.10919884266187768	0.6140695067264573
POLR2L	0.3680365759350086		0.10924872792577073	0.6140695067264573
ZNF124	0.36802700076004957		0.10924872792577073	0.6140695067264573
IQSEC1	0.36798339695156485		0.10929861318966377	0.6140695067264573
ARL4D	0.3679823445949885		0.10929861318966377	0.6140695067264573
ATP6V1G1	0.3679713086916983		0.10934849845355682	0.6141776407957411
LOC441461	0.3678990729855902		0.109548039509129	0.615126050420168
IL4I1	0.36788669378530664		0.10959792477302205	0.6152338280593671
PPM1A	0.36782397640697095		0.10969769530080814	0.6154492023509656
MPP3	0.367810857290486		0.10969769530080814	0.6154492023509656
CNGB3	0.36763257992692466		0.10979746582859423	0.6158365976496922
TTC23	0.36762289030371936		0.10984735109248728	0.6159440559440559
KLHL13	0.367524531705081		0.10989723635638032	0.6160514541387024
SIVA	0.3674642419362771		0.10994712162027337	0.6161587922840369
GOT1L1	0.36735141768842067		0.10999700688416642	0.616266070430408
HIST1H2BN	0.36723749995497174		0.1100967774119525	0.6166526962838782
ZMPSTE24	0.3671054210481642		0.1101965479397386	0.6168667969840826
LOC643912	0.36704064132835285		0.1101965479397386	0.6168667969840826
B3GALT1	0.3669724654602011		0.11024643320363164	0.6169737576772752
LOC285813	0.36691240360708893		0.11029631846752469	0.6170806586659224
PPIA	0.36675557754723676		0.11054574478698992	0.617417918753478
POU3F4	0.3667244780555948		0.11054574478698992	0.617417918753478
LOC494558	0.36655805334286573		0.11064551531477601	0.617417918753478
TAF13	0.3665000619985649		0.11064551531477601	0.617417918753478
SPFH2	0.3664886748917669		0.11064551531477601	0.617417918753478
LOC645389	0.366386288697849		0.11064551531477601	0.617417918753478
C2ORF28	0.3663365750087582		0.11064551531477601	0.617417918753478
TH	0.3662965521595876		0.11064551531477601	0.617417918753478
ZC3H13	0.36618745420078597		0.11064551531477601	0.617417918753478
SOX17	0.36611370204371974		0.11069540057866906	0.617417918753478
C3ORF63	0.3660492938105156		0.11069540057866906	0.617417918753478
GYG1	0.36597295072950864		0.11079517110645515	0.6178025034770515
G6PC	0.36576173518390026		0.11114436795370647	0.6194050597720322
LOC90580	0.36574766001379877		0.11114436795370647	0.6194050597720322
CST3	0.3657253208185691		0.11119425321759951	0.6195108393551972
DHX34	0.36571706367934464		0.11124413848149256	0.6196165601555987
VSIG2	0.3656163544531229		0.1112940237453856	0.6197222222222222
MRPL42	0.36548694285349903		0.11139379427317171	0.6201055262427104
MGC35030	0.3653925260438791		0.11154345006485085	0.620249653259362
FLJ22222	0.3653398164656918		0.11154345006485085	0.620249653259362
LILRA1	0.3653346348058847		0.11154345006485085	0.620249653259362
LOC283854	0.36533292004457807		0.11154345006485085	0.620249653259362
PLCH1	0.36517384669525643		0.11164322059263694	0.6205654101995566
HSD17B7P2	0.36516608632443925		0.11169310585652999	0.6205654101995566
TAF1	0.36511774351083826		0.11169310585652999	0.6205654101995566
MRPL19	0.3650651487596347		0.11174299112042303	0.6206705458575783
ELAVL1	0.3650371720818985		0.11184276164820912	0.6210526315789474
KIF7	0.36497850542670507		0.11189264691210217	0.6211575740792025
BFSP1	0.36481186319431724		0.11219195849546044	0.6226467331118494
ZNF416	0.36468588150762143		0.11224184375935349	0.6227511763077775
GLI2	0.3646605098053268		0.11234161428713958	0.6230005515719802
EPPB9	0.3644543454173671		0.11259104060660481	0.6230005515719802
BRAP	0.3644401625987947		0.11259104060660481	0.6230005515719802
ASB14	0.3644097875306193		0.11259104060660481	0.6230005515719802
C10ORF39	0.3643914159357675		0.11259104060660481	0.6230005515719802
ZNF581	0.364308678707509		0.11264092587049786	0.6230005515719802
SLC34A1	0.3642603911763184		0.11264092587049786	0.6230005515719802
PCDHB12	0.36413056869091154		0.1126908111343909	0.6230005515719802
ATP8B2	0.3641246242851249		0.1126908111343909	0.6230005515719802
C5AR1	0.3641221951763189		0.1126908111343909	0.6230005515719802
PSMB6	0.3641064058184296		0.1126908111343909	0.6230005515719802
SLC39A6	0.36408304455007723		0.1126908111343909	0.6230005515719802
LOC150005	0.3640435834805296		0.1126908111343909	0.6230005515719802
SCG5	0.3639818718181684		0.11274069639828395	0.623104494072236
C21ORF100	0.3638668919395258		0.11289035218996309	0.6237596471885336
LOC286087	0.3637699566395544		0.11299012271774918	0.6240705039933903
METAP2	0.3637542665421118		0.11304000798164222	0.6240705039933903
KIR3DL3	0.363712387383125		0.11304000798164222	0.6240705039933903
TESC	0.36362662799478235		0.11323954903721441	0.6246560264171712
FOXL1	0.3635786271180281		0.11323954903721441	0.6246560264171712
RBPSUH	0.3635645756396246		0.11323954903721441	0.6246560264171712
FANCB	0.36338983013633464		0.11343909009278659	0.6253088114191601
TAF11	0.3633869240623606		0.11343909009278659	0.6253088114191601
ZNF545	0.36337433881245956		0.11348897535667964	0.6253088114191601
CCDC77	0.36337030453978597		0.11348897535667964	0.6253088114191601
GMFG	0.36324224145931133		0.11353886062057268	0.6253088114191601
GABRD	0.3632324193388537		0.11358874588446573	0.6253088114191601
FAM18B	0.3631721565147937		0.11363863114835877	0.6253088114191601
PHF19	0.36315828703778724		0.11363863114835877	0.6253088114191601
SHMT1	0.36314916518939616		0.11363863114835877	0.6253088114191601
C15ORF26	0.3630353414364737		0.11378828694003791	0.62596048298573
RPL10A	0.3630122835371136		0.11383817220393096	0.6260631001371743
HARS2	0.3629095883966071		0.11393794273171705	0.6263706140350878
BAMBI	0.3628541556355852		0.1139878279956101	0.6263706140350878
SNAPC5	0.36284900960003		0.1139878279956101	0.6263706140350878
MMP20	0.3626976413385771		0.11413748378728923	0.6270211016716909
IL2RG	0.36239930537268594		0.11448668063454055	0.6286261631089217
C16ORF35	0.36222750180463176		0.1145365658984336	0.6286261631089217
CALR	0.36221603498646926		0.1145365658984336	0.6286261631089217
GJA5	0.36214416289124063		0.11458645116232664	0.6286261631089217
NEU3	0.3620735044850299		0.11458645116232664	0.6286261631089217
FLJ21369	0.3620264955462378		0.11463633642621969	0.6287277701778385
C9ORF125	0.36198641530655706		0.11468622169011274	0.6288293216630197
C9ORF14	0.36188859683111785		0.11473610695400578	0.6288603443563815
DRAP1	0.3618380816957745		0.11478599221789883	0.6288603443563815
AKAP14	0.36182052818116217		0.11478599221789883	0.6288603443563815
LOC642776	0.36180552012756173		0.11483587748179187	0.6289617486338798
ZNF33A	0.3617244398665575		0.11498553327347101	0.6293668122270742
CNIH	0.3616850168971368		0.11498553327347101	0.6293668122270742
PRDX3	0.3615869875983014		0.11503541853736406	0.6293668122270742
SIGLEC5	0.36157621604882384		0.11503541853736406	0.6293668122270742
ZNF138	0.36126259123681387		0.11548438591240148	0.6316507503410642
MGC42105	0.36102597995241525		0.11578369749575976	0.6328699918233852
CPO	0.36101609379055916		0.1158335827596528	0.6328699918233852
ATG3	0.3609962196709841		0.1158335827596528	0.6328699918233852
NUPL2	0.3609948486749434		0.1158335827596528	0.6328699918233852
FGF9	0.3608625879726271		0.11598323855133194	0.6332698066975225
PPIE	0.3608440070719222		0.11598323855133194	0.6332698066975225
C20ORF45	0.36082359033028294		0.11603312381522499	0.6332698066975225
LOC91948	0.360796151469692		0.11603312381522499	0.6332698066975225
ZCCHC3	0.36075320037457137		0.11613289434301108	0.6335690968443961
ZADH1	0.36073540321765785		0.11618277960690412	0.6335690968443961
C11ORF74	0.3607317324230138		0.11618277960690412	0.6335690968443961
SLC35F4	0.36056361701940093		0.1164820911902624	0.6348558999456226
GALNT9	0.36041277015109413		0.1164820911902624	0.6348558999456226
MIZF	0.36027084464620623		0.11678140277362067	0.6362401521325727
DKFZP779O175	0.3602365874307006		0.11683128803751372	0.6362401521325727
GJC1	0.36020121236485325		0.11683128803751372	0.6362401521325727
LDOC1	0.3601349813891781		0.11688117330140677	0.6363389462248777
MYT2	0.35994207862640276		0.11708071435697895	0.6372522400217214
C8ORF38	0.35974246266015314		0.11728025541255113	0.6379918588873812
FIBP	0.3597182352580569		0.11728025541255113	0.6379918588873812
RARS	0.3596233740015968		0.11738002594033722	0.6381596752368065
OR7E19P	0.35956325527858535		0.11742991120423027	0.6381596752368065
NARG2	0.3594518240999432		0.11757956699590941	0.6381596752368065
PSMD12	0.35944664797165676		0.11757956699590941	0.6381596752368065
C21ORF128	0.35944447933231877		0.11757956699590941	0.6381596752368065
LOC285423	0.35939280592708706		0.11757956699590941	0.6381596752368065
C16ORF5	0.35938806742073687		0.11757956699590941	0.6381596752368065
THEM2	0.3593797186587343		0.11757956699590941	0.6381596752368065
MAGEA1	0.35935891681191184		0.11762945225980245	0.6381596752368065
IGSF6	0.3593570726330858		0.11762945225980245	0.6381596752368065
LCORL	0.3591452811119565		0.11772922278758854	0.6385281385281385
DMRT1	0.3591399845184243		0.11777910805148159	0.6386259129023533
GRIK4	0.3590459420401079		0.11782899331537464	0.6387236343969713
SCRN2	0.3589082104015706		0.11802853437094682	0.6396323330629899
ANGPT2	0.3587742736221849		0.11827796069041205	0.6408108108108107
C9ORF4	0.3586904450809775		0.11847750174598423	0.6415451107509453
CTSD	0.35860396620426066		0.11847750174598423	0.6415451107509453
DDX43	0.3585602294555588		0.11852738700987728	0.6415654520917679
FAM53B	0.3585336917308391		0.11857727227377032	0.6415654520917679
MGC16025	0.3585049424053919		0.11857727227377032	0.6415654520917679
LOC644096	0.3583786666406951		0.1187768133293425	0.6422436929683306
LOC441054	0.358208409908897		0.11892646912102164	0.6422436929683306
PCGF1	0.3581887485135		0.11892646912102164	0.6422436929683306
SDF2	0.35818178779592036		0.11892646912102164	0.6422436929683306
HS6ST1	0.3581320472305869		0.11892646912102164	0.6422436929683306
LONPL	0.35805849372758514		0.11897635438491469	0.6422436929683306
SCN9A	0.3580248946557507		0.11897635438491469	0.6422436929683306
PTPRU	0.3580234999384097		0.11897635438491469	0.6422436929683306
EFCBP1	0.3580057135879114		0.11907612491270078	0.6422436929683306
IL1F5	0.3579884001093974		0.11907612491270078	0.6422436929683306
C14ORF34	0.3578741310941162		0.11912601017659383	0.6422436929683306
HEXB	0.35778904081991153		0.11917589544048689	0.6422436929683306
MCM8	0.35776025089015245		0.11917589544048689	0.6422436929683306
SH2D1A	0.357692105010174		0.11922578070437993	0.6422436929683306
NXPH2	0.3574161136160301		0.11937543649605907	0.6422436929683306
CTAG2	0.35740551190085		0.11937543649605907	0.6422436929683306
LOC284898	0.3573928435483635		0.11937543649605907	0.6422436929683306
BRD9	0.3573742557287094		0.11937543649605907	0.6422436929683306
CTR9	0.35736418912755696		0.11937543649605907	0.6422436929683306
CHCHD2	0.35735284995412236		0.11937543649605907	0.6422436929683306
LYZL4	0.3573126082303184		0.11937543649605907	0.6422436929683306
CCDC26	0.35722437186298045		0.11942532175995212	0.6423396833914676
LRRC14	0.3571566105770616		0.11952509228773821	0.642531509788147
ASPHD1	0.35713838297875333		0.11952509228773821	0.642531509788147
SH2D1B	0.3570735988704786		0.11972463334331039	0.6428571428571429
C11ORF16	0.357034103983708		0.11977451860720344	0.6428571428571429
ATP6V1H	0.35701324461056316		0.11977451860720344	0.6428571428571429
DENND4A	0.3569952154530177		0.11982440387109648	0.6428571428571429
EIF4A2	0.35699404006161417		0.11982440387109648	0.6428571428571429
KIAA0391	0.35698327252362405		0.11982440387109648	0.6428571428571429
WNT9B	0.35692235076158924		0.11992417439888257	0.6428571428571429
BDNF	0.35691908922626286		0.11992417439888257	0.6428571428571429
COL9A2	0.3568942117121505		0.11992417439888257	0.6428571428571429
EIF3S3	0.35681120729477733		0.12012371545445476	0.6428571428571429
C21ORF67	0.35677583946795494		0.12022348598224085	0.6428571428571429
MAGEA9	0.3567731726450559		0.12022348598224085	0.6428571428571429
TMEM161B	0.3567185891951518		0.12022348598224085	0.6428571428571429
SCAND1	0.3566055411498633		0.1202733712461339	0.6428571428571429
COPS5	0.3565568975177618		0.12032325651002694	0.6428571428571429
PURB	0.3565542805475121		0.12032325651002694	0.6428571428571429
ATP5F1	0.3564004168627389		0.12037314177391999	0.6428571428571429
PRUNE	0.35622451035951747		0.12052279756559912	0.6428571428571429
FLJ44606	0.35619656714908043		0.12057268282949217	0.6428571428571429
GTPBP10	0.35618177447095906		0.12057268282949217	0.6428571428571429
GAGE4	0.3560865767408964		0.12067245335727826	0.6428571428571429
MYCBPAP	0.35608498722198534		0.12067245335727826	0.6428571428571429
RPL18	0.3560649672635552		0.12067245335727826	0.6428571428571429
LRRC7	0.3560350951089518		0.12072233862117131	0.6428571428571429
PPME1	0.35600898780220114		0.12072233862117131	0.6428571428571429
MRFAP1	0.3560056378373597		0.12072233862117131	0.6428571428571429
CD2BP2	0.35595298954417487		0.12077222388506435	0.6428571428571429
ZNF680	0.3559442852339697		0.12077222388506435	0.6428571428571429
FLJ11827	0.3559403631600113		0.12077222388506435	0.6428571428571429
TAGLN	0.3559072658780189		0.12077222388506435	0.6428571428571429
ZNF574	0.3558927657163515		0.12077222388506435	0.6428571428571429
C21ORF88	0.35589241708643155		0.12077222388506435	0.6428571428571429
DCTD	0.3558888959336277		0.12077222388506435	0.6428571428571429
H19	0.35587646404113543		0.12077222388506435	0.6428571428571429
ACAD10	0.35587266582919586		0.12077222388506435	0.6428571428571429
HSF2	0.35585298222926415		0.12077222388506435	0.6428571428571429
LOC90321	0.35577639173413206		0.12077222388506435	0.6428571428571429
LOC653127	0.3557221081220327		0.1208221091489574	0.6428760944547626
EVL	0.35560550595641943		0.12087199441285044	0.6428760944547626
COPS2	0.3555757201769888		0.12087199441285044	0.6428760944547626
LOC285407	0.35548840824163974		0.12102165020452958	0.6431601272534465
OSBPL11	0.3554297292560863		0.12102165020452958	0.6431601272534465
C1ORF160	0.3554017528097491		0.12102165020452958	0.6431601272534465
C20ORF94	0.3552993624476758		0.12107153546842263	0.6432547044791943
AHCTF1	0.35514118499390873		0.12127107652399481	0.643897272967964
KRTAP3-1	0.3551385465171681		0.12127107652399481	0.643897272967964
NARG1L	0.3551247953746736		0.12132096178788786	0.643897272967964
SSR1	0.35509290528843573		0.12132096178788786	0.643897272967964
BRD7	0.3548880088023373		0.12162027337124613	0.6451612903225806
CACYBP	0.3548122188994922		0.12167015863513918	0.6451612903225806
GABRG1	0.35474754139955134		0.12172004389903222	0.6451612903225806
WWP2	0.3547414421550277		0.12172004389903222	0.6451612903225806
CCDC83	0.35472632260724307		0.12172004389903222	0.6451612903225806
SERGEF	0.3546963730324725		0.12176992916292527	0.6452550885540577
MYOHD1	0.3546171810809357		0.12181981442681832	0.6453488372093024
LOC285286	0.3544782009999042		0.12216901127406964	0.6468568409931326
SENP6	0.354460236749436		0.12216901127406964	0.6468568409931326
C7ORF33	0.3543046000106842		0.12231866706574877	0.6474782149458674
AGMAT	0.3541943524566059		0.12251820812132096	0.648363252375924
SPTA1	0.3541481189784857		0.12261797864910705	0.6483777367449222
EIF2A	0.3541360958565685		0.12261797864910705	0.6483777367449222
DKK2	0.35413006544472925		0.12261797864910705	0.6483777367449222
KIAA1189	0.3540288806365344		0.12271774917689314	0.6487341772151899
LAX1	0.3539797498561388		0.12276763444078619	0.6488267861850777
ZNF3	0.35395456547679327		0.12281751970467923	0.6489193463363205
RP11-218C14.6	0.3536232817584505		0.12316671655193057	0.6505928853754941
LOC641518	0.3536065255393879		0.12326648707971666	0.6508688783570301
MADCAM1	0.35351599168039255		0.1233163723436097	0.6508688783570301
ZNF79	0.3534453639853397		0.1233163723436097	0.6508688783570301
TAAR8	0.3533893301598754		0.1234161428713958	0.651224006317452
NDUFA11	0.3533325531210269		0.12356579866307493	0.6514992109416098
SSPN	0.35331423833320047		0.12356579866307493	0.6514992109416098
SIGLEC11	0.35329004311060286		0.12356579866307493	0.6514992109416098
PPAN	0.35317648289852394		0.12361568392696798	0.6515908493294768
TPD52	0.3527688660578462		0.12416442182979148	0.6543112513144059
DNAJC5B	0.35275508412537976		0.12426419235757757	0.654664914586071
ANKRD26	0.352717009798648		0.12436396288536367	0.6550183920126117
THOC4	0.3526845999109766		0.12441384814925671	0.6551090097189388
ZNF746	0.35264008150785503		0.1245136186770428	0.6554621848739496
LOC389765	0.3524619034136112		0.12471315973261499	0.6560125753209327
LOC150577	0.3524593026182688		0.12471315973261499	0.6560125753209327
COPS8	0.35243022872645263		0.12481293026040108	0.6560125753209327
ATP5J	0.3524184818466544		0.12481293026040108	0.6560125753209327
DDX25	0.352400599056456		0.12486281552429412	0.6560125753209327
C12ORF60	0.35234753659055257		0.12491270078818717	0.6560125753209327
LOC284408	0.35231688018289886		0.12491270078818717	0.6560125753209327
TBRG4	0.35228434284627824		0.12491270078818717	0.6560125753209327
NUP37	0.3522462341010376		0.12491270078818717	0.6560125753209327
OR12D2	0.35218114597681166		0.12496258605208022	0.6561026715557884
STX18	0.3521182314021852		0.12501247131597326	0.6561927206074889
C2ORF43	0.35210061870878373		0.12511224184375935	0.6562009419152277
RNF113A	0.3520939752285528		0.12511224184375935	0.6562009419152277
CYP2R1	0.3520925801026392		0.12511224184375935	0.6562009419152277
ARMCX2	0.35187593328295735		0.12531178289933154	0.6569037656903766
CSNK2A1	0.3518731327283337		0.12531178289933154	0.6569037656903766
RPL18A	0.3517872316890762		0.12546143869101067	0.657516339869281
MRPS6	0.35174884247190413		0.12556120921879677	0.6578672242550967
C1ORF98	0.3514855628768473		0.12576075027436895	0.6587405278285864
EYA4	0.3512396795395319		0.1259104060660481	0.6587591240875913
FLJ26086	0.35122111356838037		0.12596029132994113	0.6587591240875913
NKRF	0.35118292417919666		0.12596029132994113	0.6587591240875913
URP2	0.35111744884421314		0.12601017659383418	0.6587591240875913
FOXD4	0.3510487441114055		0.12601017659383418	0.6587591240875913
WDR20	0.35097833705167286		0.12601017659383418	0.6587591240875913
PAQR9	0.35096160048466846		0.12606006185772722	0.6587591240875913
DKFZP564H213	0.35095471865783445		0.12606006185772722	0.6587591240875913
IFT57	0.3509385408849746		0.12606006185772722	0.6587591240875913
DDHD1	0.3508986558332939		0.12610994712162027	0.6588480583789418
RAB40B	0.35086462024370024		0.12615983238551332	0.6589369463262115
EDIL3	0.3507971574218021		0.1262596029132994	0.6592862724667882
ZNF550	0.35069971438712516		0.12640925870497854	0.6596409055425448
SLC16A14	0.3506892742424474		0.12640925870497854	0.6596409055425448
INSL5	0.35063202244276737		0.1264591439688716	0.6596409055425448
LOC390874	0.3506208606340622		0.1264591439688716	0.6596409055425448
ADPRHL2	0.3505900420527797		0.12655891449665768	0.6599895941727366
PLXNC1	0.3505444763741722		0.12665868502444377	0.660338101430429
MDK	0.35030373412963794		0.126908111343909	0.6614664586583463
C10ORF86	0.3501706764834454		0.1270078818716951	0.661562418894368
DNASE2	0.35013605321189417		0.1270078818716951	0.661562418894368
DLL3	0.35012421905376273		0.12705776713558814	0.661562418894368
CXORF26	0.34999717951713166		0.12710765239948119	0.661562418894368
FREM1	0.3499628015532579		0.12715753766337423	0.661562418894368
PKLR	0.34991145260899964		0.12715753766337423	0.661562418894368
IQGAP2	0.34990870056534634		0.12715753766337423	0.661562418894368
LOC51152	0.3499018674212598		0.12720742292726728	0.6616502335236117
FLJ32011	0.3498005341875611		0.12730719345505337	0.6618257261410787
GLE1L	0.34979377175938187		0.12730719345505337	0.6618257261410787
APOBEC1	0.34975720838940577		0.12735707871894641	0.6619134042001554
LOC541471	0.34974918258617194		0.12740696398283946	0.6620010368066355
SNIP	0.3497017428432303		0.12760650503841164	0.6624385192855293
RAB20	0.34969046991499997		0.12760650503841164	0.6624385192855293
AGGF1	0.3496462382760393		0.1276563903023047	0.6624385192855293
LOC647106	0.3496365017196265		0.1276563903023047	0.6624385192855293
ATP10A	0.3495959801350952		0.1276563903023047	0.6624385192855293
ANKRD49	0.3495028728356041		0.12775616083009078	0.6626131953428201
MPI	0.3494843360489157		0.12775616083009078	0.6626131953428201
SEMA6D	0.34935900018751126		0.128005587149556	0.6632204704057896
ZNF282	0.3492587691353626		0.128005587149556	0.6632204704057896
GABRB2	0.34920762040170794		0.128005587149556	0.6632204704057896
FLJ20366	0.34920349946493984		0.128005587149556	0.6632204704057896
GFER	0.34907411577444286		0.1282051282051282	0.6637396694214875
OLFM3	0.34904625531580824		0.1282051282051282	0.6637396694214875
ZNF287	0.34902060222785725		0.1282051282051282	0.6637396694214875
SFRS10	0.3490000107910873		0.12830489873291429	0.6640846888716756
DIRAS1	0.34893597003343396		0.12835478399680733	0.6641713990707279
INPP4A	0.3487967207196497		0.12855432505237951	0.6645177926766374
ZNF222	0.3487947643863461		0.12855432505237951	0.6645177926766374
MMAB	0.3487724255388635		0.12855432505237951	0.6645177926766374
SRY	0.34876516431874943		0.12855432505237951	0.6645177926766374
LOC401097	0.34867329824615284		0.12860421031627256	0.6645194537490337
GNPTG	0.34866548742051195		0.1286540955801656	0.6645194537490337
DPY19L3	0.3486535965748371		0.1286540955801656	0.6645194537490337
MGC12488	0.34861541841699206		0.12870398084405865	0.6645227682016979
CBX7	0.3485320722478634		0.12880375137184474	0.6645227682016979
LOC642926	0.3484850601049301		0.12880375137184474	0.6645227682016979
RPA2	0.34845624096742867		0.12880375137184474	0.6645227682016979
GRAMD1A	0.3484148258475351		0.1288536366357378	0.6645227682016979
LOC644890	0.3483909556173268		0.1288536366357378	0.6645227682016979
R3HDM2	0.34833312810339334		0.1289534071635239	0.664866255144033
EIF2S2	0.348228828513377		0.12905317769131	0.6652095654409874
GPR34	0.348099697938505		0.12930260401077523	0.6663239074550129
HOXC10	0.3480446973485775		0.12935248927466828	0.6664096633256232
WFIKKN2	0.34797499076538935		0.12955203033024046	0.6670947855124583
GRIA4	0.34789887767423455		0.12955203033024046	0.6670947855124583
CHST9	0.34779393629219646		0.1296019155941335	0.6671802773497689
LDOC1L	0.3477186449267131		0.1298014566497057	0.6675204918032788
